User,Sight,Session,Start,End,Dur,Time,ErrA,ErrB,Error
13,0,2,04:28:40,04:28:46,00:00:06,6,53.84924462,58.06929848,55.95927155
13,0,2,04:28:55,04:29:00,00:00:05,5,37.45416134,44.76104093,41.10760114
13,0,2,04:29:10,04:29:14,00:00:04,4,28.71072745,36.7121238,32.71142563
13,0,2,04:29:28,04:29:32,00:00:04,4,34.96231395,42.23362637,38.59797016
13,0,3,04:34:02,04:34:08,00:00:06,6,106.0963931,123.6488495,114.8726213
13,0,3,04:34:15,04:34:22,00:00:07,7,163.0813506,173.0316682,168.0565094
13,0,3,04:34:30,04:34:42,00:00:12,12,160.5345252,173.5822247,167.0583749
13,0,3,04:34:45,04:34:51,00:00:06,6,45.16770693,45.21343196,45.19056945
13,0,3,04:34:58,04:35:02,00:00:04,4,91.38543254,97.72902953,94.55723103
13,0,3,04:35:10,04:35:15,00:00:05,5,37.04716884,38.5130826,37.78012572
13,0,4,04:37:37,04:37:46,00:00:09,9,136.7318113,138.8929061,137.8123587
13,0,4,04:38:55,04:39:04,00:00:09,9,130.2487916,140.6136009,135.4311962
13,0,4,04:40:24,04:40:30,00:00:06,6,30.30265692,30.37130555,30.33698123
13,0,4,04:40:41,04:40:51,00:00:10,10,144.7141988,125.4602197,135.0872092
13,0,4,04:41:04,04:41:10,00:00:06,6,42.42439719,46.43976532,44.43208126
13,0,4,04:43:15,04:43:21,00:00:06,6,52.61609778,44.90560974,48.76085376
13,0,4,04:43:31,04:43:37,00:00:06,6,52.35575752,50.44262279,51.39919015
13,0,4,04:43:45,04:44:02,00:00:17,17,124.2651083,135.8793914,130.0722498
13,0,4,04:44:15,04:44:20,00:00:05,5,100.891526,106.8391592,103.8653426
13,0,4,04:44:31,04:44:37,00:00:06,6,33.34183193,24.91636994,29.12910093
13,0,5,04:46:59,04:47:05,00:00:06,6,153.0319532,163.2710269,158.15149
13,0,5,04:47:14,04:47:19,00:00:05,5,106.4556736,121.9714105,114.2135421
13,0,5,04:47:32,04:47:36,00:00:04,4,49.31325882,47.58334438,48.4483016
13,0,5,04:47:45,04:47:51,00:00:06,6,216.0768561,244.1539491,230.1154026
13,0,5,04:48:03,04:48:09,00:00:06,6,97.07453736,108.9842945,103.0294159
13,0,5,04:48:16,04:48:22,00:00:06,6,51.92212681,56.24091216,54.08151948
14,1,1,06:00:23,06:00:39,00:00:16,16,139.7589452,144.8288016,142.2938734
14,1,1,06:00:55,06:01:05,00:00:10,10,139.1816296,179.4828664,159.332248
14,1,1,06:01:16,06:01:30,00:00:14,14,120.9097033,152.1321713,136.5209373
14,1,1,06:01:39,06:01:49,00:00:10,10,171.9879366,211.7115655,191.849751
14,1,1,06:02:00,06:02:22,00:00:22,22,124.2756425,153.1512008,138.7134217
14,1,1,06:02:22,06:02:31,00:00:09,9,93.91116957,127.796832,110.8540008
14,1,4,06:08:50,06:09:08,00:00:18,18,72.59741645,76.94020703,74.76881174
14,1,4,06:09:23,06:09:39,00:00:16,16,57.09523694,39.60371046,48.3494737
14,1,4,06:09:49,06:10:04,00:00:15,15,68.79591119,49.28956476,59.04273797
14,1,4,06:10:14,06:10:29,00:00:15,15,39.28404676,31.20808294,35.24606485
14,1,4,06:10:37,06:10:49,00:00:12,12,63.99087573,45.33228908,54.66158241
14,1,4,06:10:58,06:11:08,00:00:10,10,46.1535114,32.52583864,39.33967502
14,1,4,06:11:20,06:11:32,00:00:12,12,40.51811824,32.17884192,36.34848008
14,1,4,06:11:41,06:11:50,00:00:09,9,146.8926025,129.2523055,138.072454
14,1,4,06:12:00,06:12:10,00:00:10,10,34.75832775,35.07532792,34.91682783
14,1,4,06:12:23,06:12:33,00:00:10,10,46.18401298,33.9838247,40.08391884
14,1,5,06:19:52,06:20:02,00:00:10,10,46.59000717,41.53673677,44.06337197
14,1,5,06:20:12,06:20:24,00:00:12,12,73.19621822,83.68845314,78.44233568
14,1,5,06:20:36,06:20:46,00:00:10,10,165.6254259,221.9386435,193.7820347
14,1,5,06:21:00,06:21:15,00:00:15,15,362.6952764,431.6428946,397.1690855
14,1,5,06:21:40,06:21:52,00:00:12,12,211.233502,274.2931354,242.7633187
14,1,5,06:22:10,06:22:25,00:00:15,15,41.19657547,56.69207351,48.94432449
14,1,2,06:27:02,06:27:15,00:00:13,13,189.696351,174.723485,182.209918
14,1,2,06:27:30,06:27:42,00:00:12,12,78.29522143,73.38063517,75.8379283
14,1,2,06:27:54,06:28:05,00:00:11,11,198.4734791,188.128127,193.300803
14,1,2,06:28:16,06:28:28,00:00:12,12,56.40262249,51.40116848,53.90189548
14,1,2,06:28:38,06:28:49,00:00:11,11,68.33097791,60.73909973,64.53503882
14,1,2,06:29:03,06:29:15,00:00:12,12,59.97860434,57.83101199,58.90480817
14,1,2,06:29:26,06:29:37,00:00:11,11,74.63934284,65.35459172,69.99696728
14,1,2,06:29:52,06:30:02,00:00:10,10,86.95219073,86.95974333,86.95596703
14,1,2,06:30:12,06:30:20,00:00:08,8,108.2894189,106.4201984,107.3548086
14,1,2,06:30:30,06:30:40,00:00:10,10,86.60003254,85.02268435,85.81135845
14,1,3,06:34:28,06:34:39,00:00:11,11,79.67685359,70.34236115,75.00960737
14,1,3,06:34:51,06:35:04,00:00:13,13,237.0259617,292.4572634,264.7416125
14,1,3,06:36:16,06:36:30,00:00:14,14,80.50028409,50.46168856,65.48098633
14,1,3,06:36:46,06:36:59,00:00:13,13,89.07245874,95.36533233,92.21889554
14,1,3,06:37:12,06:37:25,00:00:13,13,100.5541564,88.86305864,94.70860751
14,1,3,06:37:40,06:37:52,00:00:12,12,112.6467999,109.0971273,110.8719636
15,1,1,06:04:02,06:04:11,00:00:09,9,70.29190648,96.74617513,83.51904081
15,1,1,06:04:23,06:04:34,00:00:11,11,202.6603968,233.8012519,218.2308243
15,1,1,06:04:48,06:04:58,00:00:10,10,99.51889802,107.135135,103.3270165
15,1,1,06:05:10,06:05:20,00:00:10,10,138.6977918,143.8368814,141.2673366
15,1,1,06:05:31,06:05:39,00:00:08,8,136.8629865,145.0095839,140.9362852
15,1,1,06:05:51,06:05:59,00:00:08,8,48.34114828,43.13224973,45.736699
15,1,2,06:09:43,06:09:53,00:00:10,10,54.68142485,54.10077483,54.39109984
15,1,2,06:10:05,06:10:14,00:00:09,9,49.39886533,48.54119552,48.97003042
15,1,2,06:10:26,06:10:34,00:00:08,8,48.61689395,42.78205453,45.69947424
15,1,2,06:10:45,06:10:52,00:00:07,7,69.78477488,69.40292575,69.59385031
15,1,2,06:11:03,06:11:10,00:00:07,7,141.0765311,136.8481217,138.9623264
15,1,2,06:11:21,06:11:29,00:00:08,8,41.47913963,37.55267228,39.51590596
15,1,2,06:11:40,06:11:48,00:00:08,8,100.2526471,96.98701902,98.61983307
15,1,2,06:12:08,06:12:15,00:00:07,7,37.41499405,36.49269949,36.95384677
15,1,2,06:12:27,06:12:35,00:00:08,8,43.83331301,40.01116016,41.92223658
15,1,2,06:12:54,06:13:00,00:00:06,6,47.58313333,47.81114701,47.69714017
15,1,3,06:18:04,06:18:12,00:00:08,8,189.8180001,204.1962135,197.0071068
15,1,3,06:18:23,06:18:32,00:00:09,9,48.14541145,50.33983891,49.24262518
15,1,3,06:18:41,06:18:50,00:00:09,9,84.33351362,85.40399773,84.86875567
15,1,3,06:19:01,06:19:09,00:00:08,8,110.103568,119.2557847,114.6796764
15,1,3,06:19:20,06:19:29,00:00:09,9,125.155435,153.5239279,139.3396814
15,1,3,06:19:43,06:19:54,00:00:11,11,72.15457621,70.47692831,71.31575226
15,1,4,06:21:39,06:21:48,00:00:09,9,40.12283913,37.5824753,38.85265721
15,1,4,06:21:59,06:22:09,00:00:10,10,133.9752542,128.6705032,131.3228787
15,1,4,06:22:20,06:22:29,00:00:09,9,164.223145,156.9833456,160.6032453
15,1,4,06:22:45,06:22:54,00:00:09,9,131.4064452,129.2360866,130.3212659
15,1,4,06:23:12,06:23:21,00:00:09,9,143.0713305,139.7046168,141.3879737
15,1,4,06:23:34,06:23:43,00:00:09,9,104.8829504,109.1610933,107.0220219
15,1,4,06:23:57,06:24:07,00:00:10,10,65.24035901,61.57390302,63.40713102
15,1,4,06:24:29,06:24:38,00:00:09,9,44.43180597,37.14391102,40.78785849
15,1,4,06:25:02,06:25:12,00:00:10,10,45.26655557,38.10181942,41.6841875
15,1,4,06:25:29,06:25:37,00:00:08,8,131.3513238,138.1520216,134.7516727
15,1,5,06:43:20,06:43:29,00:00:09,9,66.22391326,67.76541471,66.99466399
15,1,5,06:44:31,06:44:43,00:00:12,12,159.4881954,149.0859578,154.2870766
15,1,5,06:44:52,06:45:01,00:00:09,9,171.4801002,188.916379,180.1982396
15,1,5,06:45:15,06:45:25,00:00:10,10,59.62685734,64.45985871,62.04335802
15,1,5,06:45:37,06:45:46,00:00:09,9,73.64053156,97.04889459,85.34471308
15,1,5,06:45:59,06:46:08,00:00:09,9,161.6210426,191.3281498,176.4745962
16,1,1,09:49:52,09:50:02,00:00:10,10,43.58921849,42.66626764,43.12774306
16,1,1,09:50:25,09:50:34,00:00:09,9,84.73176345,77.490604,81.11118372
16,1,1,09:50:51,09:51:01,00:00:10,10,171.8843275,189.0478663,180.4660969
16,1,1,09:51:18,09:51:26,00:00:08,8,43.47978513,41.98732519,42.73355516
16,1,1,09:51:40,09:51:47,00:00:07,7,45.66455597,78.1156258,61.89009088
16,1,1,09:52:01,09:52:09,00:00:08,8,187.5753114,190.514925,189.0451182
16,1,2,09:55:47,09:55:56,00:00:09,9,169.6078419,162.9838825,166.2958622
16,1,2,09:56:09,09:56:17,00:00:08,8,202.2457768,212.9266569,207.5862169
16,1,2,09:56:35,09:56:43,00:00:08,8,83.28209218,88.31645589,85.79927403
16,1,2,09:56:57,09:57:05,00:00:08,8,162.3968742,158.0328918,160.214883
16,1,2,09:57:16,09:57:25,00:00:09,9,40.77204245,40.24482959,40.50843602
16,1,2,09:57:35,09:57:42,00:00:07,7,79.9230621,78.77215742,79.34760976
16,1,2,09:57:53,09:58:00,00:00:07,7,58.9887358,62.04339013,60.51606297
16,1,2,09:58:12,09:58:19,00:00:07,7,106.9093202,106.2461929,106.5777566
16,1,2,09:58:30,09:58:38,00:00:08,8,74.87237156,71.76842519,73.32039837
16,1,2,09:58:50,09:58:57,00:00:07,7,76.29530261,73.67644971,74.98587616
16,1,3,10:04:51,10:04:58,00:00:07,7,195.6735176,204.5200447,200.0967812
16,1,3,10:05:11,10:05:17,00:00:06,6,55.13360716,58.30799648,56.72080182
16,1,3,10:05:27,10:05:33,00:00:06,6,41.09750932,59.17517604,50.13634268
16,1,3,10:05:43,10:05:49,00:00:06,6,271.9878189,278.1492941,275.0685565
16,1,3,10:05:58,10:06:05,00:00:07,7,85.00359706,119.1954926,102.0995449
16,1,3,10:06:16,10:06:23,00:00:07,7,90.76818487,94.31975477,92.54396982
16,1,4,10:10:16,10:10:22,00:00:06,6,38.92046783,36.71290478,37.8166863
16,1,4,10:10:32,10:10:40,00:00:08,8,84.9234916,87.20923057,86.06636108
16,1,4,10:10:56,10:11:03,00:00:07,7,73.46583941,88.06481965,80.76532953
16,1,4,10:11:22,10:11:32,00:00:10,10,270.7758234,230.9660155,250.8709195
16,1,4,10:12:04,10:12:10,00:00:06,6,27.46362188,21.79133637,24.62747913
16,1,4,10:12:19,10:12:32,00:00:13,13,254.4388737,246.5635793,250.5012265
16,1,4,10:12:41,10:12:48,00:00:07,7,76.83353674,80.13675358,78.48514516
16,1,4,10:12:57,10:13:04,00:00:07,7,33.43152323,34.83235902,34.13194113
16,1,4,10:13:14,10:13:20,00:00:06,6,43.42617271,42.56040801,42.99329036
16,1,4,10:13:29,10:13:37,00:00:08,8,74.16441774,73.79164164,73.97802969
16,1,5,10:17:13,10:17:20,00:00:07,7,57.70836995,72.93670932,65.32253963
16,1,5,10:17:30,10:17:37,00:00:07,7,145.9273309,163.9183472,154.9228391
16,1,5,10:17:46,10:17:53,00:00:07,7,127.0021783,103.2625061,115.1323422
16,1,5,10:18:04,10:18:12,00:00:08,8,194.1622654,193.9959868,194.0791261
16,1,5,10:18:22,10:18:29,00:00:07,7,144.4151971,164.0371449,154.226171
16,1,5,10:18:37,10:18:44,00:00:07,7,87.08927879,99.77435263,93.43181571
17,1,1,10:09:39,10:09:50,00:00:11,11,37.00267887,29.27637138,33.13952513
17,1,1,10:10:22,10:10:35,00:00:13,13,136.1821798,162.6743426,149.4282612
17,1,1,10:10:50,10:11:23,00:00:33,33,124.759059,126.1477265,125.4533928
17,1,1,10:11:36,10:11:46,00:00:10,10,52.17550919,51.07483415,51.62517167
17,1,1,10:11:58,10:12:08,00:00:10,10,174.2401209,188.7251803,181.4826506
17,1,1,10:12:19,10:12:29,00:00:10,10,125.3134865,125.5970371,125.4552618
17,1,4,10:20:51,10:21:29,00:00:38,38,53.68204879,50.86436026,52.27320453
17,1,4,10:21:47,10:22:06,00:00:19,19,109.8713211,117.183931,113.5276261
17,1,4,10:22:20,10:22:34,00:00:14,14,83.98984779,99.43625738,91.71305258
17,1,4,10:23:47,10:24:05,00:00:18,18,54.30746352,53.15755427,53.73250889
17,1,4,10:24:16,10:24:33,00:00:17,17,34.01643092,32.45950302,33.23796697
17,1,4,10:25:01,10:25:11,00:00:10,10,31.40272218,25.62590382,28.514313
17,1,4,10:25:23,10:25:37,00:00:14,14,52.41188956,49.13807402,50.77498179
17,1,4,10:25:49,10:26:13,00:00:24,24,71.98191947,62.31812536,67.15002242
17,1,4,10:26:25,10:26:45,00:00:20,20,110.2965503,113.4908611,111.8937057
17,1,4,10:27:05,10:27:28,00:00:23,23,77.23258975,71.55822708,74.39540841
17,1,5,10:31:48,10:31:59,00:00:11,11,50.89713997,62.49480786,56.69597392
17,1,5,10:32:11,10:32:22,00:00:11,11,59.97599438,62.79739831,61.38669635
17,1,5,10:32:37,10:32:47,00:00:10,10,135.2188389,157.7950041,146.5069215
17,1,5,10:33:03,10:33:12,00:00:09,9,99.82219843,118.1045616,108.96338
17,1,5,10:33:33,10:33:43,00:00:10,10,170.2811667,207.0057292,188.643448
17,1,5,10:33:59,10:34:09,00:00:10,10,71.51073715,75.18613023,73.34843369
17,1,2,10:34:53,10:35:03,00:00:10,10,35.47723525,26.65219055,31.0647129
17,1,2,10:35:20,10:35:29,00:00:09,9,32.65910662,34.41180066,33.53545364
17,1,2,10:35:44,10:35:53,00:00:09,9,49.02702728,41.6566987,45.34186299
17,1,2,10:36:08,10:36:16,00:00:08,8,25.2119923,18.80216628,22.00707929
17,1,2,10:36:34,10:36:42,00:00:08,8,84.83181795,77.15230958,80.99206376
17,1,2,10:36:58,10:37:10,00:00:12,12,41.93917477,38.45394794,40.19656136
17,1,2,10:37:26,10:37:35,00:00:09,9,88.12542269,76.49806099,82.31174184
17,1,2,10:37:55,10:38:03,00:00:08,8,40.9040259,36.88644869,38.8952373
17,1,2,10:38:22,10:38:33,00:00:11,11,65.35107112,73.58946272,69.47026692
17,1,2,10:38:53,10:39:02,00:00:09,9,59.28965502,60.83948948,60.06457225
17,1,3,10:42:12,10:42:21,00:00:09,9,61.3659986,46.35308663,53.85954262
17,1,3,10:42:32,10:42:40,00:00:08,8,77.59444359,78.04325758,77.81885058
17,1,3,10:42:55,10:43:04,00:00:09,9,128.6201169,144.6345995,136.6273582
17,1,3,10:43:17,10:43:25,00:00:08,8,110.5261268,130.2671258,120.3966263
17,1,3,10:43:39,10:43:47,00:00:08,8,136.5250618,152.520463,144.5227624
17,1,3,10:44:01,10:44:08,00:00:07,7,47.7330657,51.34755316,49.54030943
18,1,1,11:58:03,11:58:13,00:00:10,10,168.5214792,184.2973177,176.4093984
18,1,1,11:58:23,11:58:33,00:00:10,10,128.8907697,149.0206826,138.9557261
18,1,1,11:58:45,11:58:56,00:00:11,11,93.74816252,145.8411112,119.7946369
18,1,1,12:00:36,12:00:47,00:00:11,11,105.6746198,125.6046518,115.6396358
18,1,1,12:01:09,12:01:19,00:00:10,10,70.12905173,78.52924482,74.32914828
18,1,1,12:01:29,12:01:38,00:00:09,9,118.6795674,142.7881272,130.7338473
18,1,4,12:05:19,12:07:25,00:02:06,6,80.64505637,87.19929637,83.92217637
18,1,4,12:07:42,12:07:56,00:00:14,14,103.7454944,122.0813437,112.913419
18,1,4,12:08:41,12:09:00,00:00:19,19,237.677002,178.1256527,207.9013274
18,1,4,12:10:17,12:10:35,00:00:18,18,92.77869888,90.07735939,91.42802913
18,1,4,12:11:18,12:11:30,00:00:12,12,50.11421817,36.9532027,43.53371043
18,1,4,12:11:41,12:11:55,00:00:14,14,76.26316771,76.96666596,76.61491683
18,1,4,12:12:07,12:12:19,00:00:12,12,55.74263049,43.1054883,49.4240594
18,1,4,12:12:58,12:13:14,00:00:16,16,46.42988545,49.51704698,47.97346622
18,1,4,12:14:41,12:14:54,00:00:13,13,66.06538062,64.34816531,65.20677297
18,1,4,12:15:06,12:15:30,00:00:24,24,102.936521,143.7535444,123.3450327
18,1,5,12:21:54,12:22:08,00:00:14,14,122.6373791,113.3626479,118.0000135
18,1,5,12:22:18,12:22:33,00:00:15,15,486.6947042,583.3776413,535.0361728
18,1,5,12:22:57,12:23:11,00:00:14,14,112.8663449,147.6884791,130.277412
18,1,5,12:23:23,12:23:35,00:00:12,12,54.15572067,74.18323337,64.16947702
18,1,5,12:23:52,12:24:07,00:00:15,15,125.1978363,147.2161417,136.206989
18,1,5,12:24:19,12:24:34,00:00:15,15,84.12275585,105.6696115,94.89618369
18,1,2,12:25:48,12:26:00,00:00:12,12,51.77221989,60.97143579,56.37182784
18,1,2,12:26:12,12:26:24,00:00:12,12,116.971295,102.047573,109.509434
18,1,2,12:27:34,12:27:45,00:00:11,11,54.96904935,55.98340877,55.47622906
18,1,2,12:27:56,12:28:08,00:00:12,12,86.69599834,57.74010491,72.21805163
18,1,2,12:29:19,12:29:27,00:00:08,8,37.70394715,33.65730315,35.68062515
18,1,2,12:29:40,12:29:50,00:00:10,10,55.64484246,71.35734184,63.50109215
18,1,2,12:30:07,12:30:16,00:00:09,9,44.43450548,64.62638409,54.53044478
18,1,2,12:30:29,12:30:39,00:00:10,10,98.97925617,99.64948787,99.31437202
18,1,2,12:31:01,12:31:08,00:00:07,7,46.88905325,39.56384685,43.22645005
18,1,2,12:31:25,12:31:35,00:00:10,10,91.62350291,91.98581282,91.80465787
18,1,3,12:35:47,12:36:00,00:00:13,13,150.2297162,207.0817662,178.6557412
18,1,3,12:36:12,12:36:23,00:00:11,11,314.0902767,379.784585,346.9374309
18,1,3,12:36:47,12:37:03,00:00:16,16,134.0510858,155.7527064,144.9018961
18,1,3,12:37:13,12:37:27,00:00:14,14,97.82700015,82.64842293,90.23771154
18,1,3,12:37:52,12:38:18,00:00:26,26,482.7300902,560.2323456,521.4812179
18,1,3,12:38:51,12:39:04,00:00:13,13,45.16968331,59.1259181,52.1478007
